;artists;Title;Title language;Artist name language;Artist name language ISO;Artist name language FULL;Title language ISO;Title language FULL
34778;Francis Lai;Aujourd'hui c'est toi - Instrumental;['fr', 'french'];['zh-CN', 'chinese (simplified)'];zh-CN;chinese (simplified);fr;french
34824;Jacques Dutronc;Les gens sont fous, les temps sont flous;['fr', 'french'];['fr', 'french'];fr;french;fr;french
34827;Enrico Macias;Enfants de tous pays;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
34830;Miles Davis;Masqualero;['fr', 'french'];['en', 'english'];en;english;fr;french
34849;Brigitte Fontaine & Jacques Higelin;La Grippe;['fr', 'french'];['fr', 'french'];fr;french;fr;french
34938;Miles Davis;Frelon brun;['fr', 'french'];['en', 'english'];en;english;fr;french
34994;Françoise Hardy;Parlez-moi de lui - Remasterisé en 2016;['fr', 'french'];['fr', 'french'];fr;french;fr;french
35290;Bill Evans;Soiree;['fr', 'french'];['en', 'english'];en;english;fr;french
35469;Billy Cobham;Le Lis;['fr', 'french'];['en', 'english'];en;english;fr;french
35487;Kiki Dee;Amoureuse;['fr', 'french'];['te', 'telugu'];te;telugu;fr;french
35974;Keith Jarrett;Encore From Tokyo;['fr', 'french'];['en', 'english'];en;english;fr;french
36358;Bill Wyman;(Si, Si) Je Suis Un Rock Star;['fr', 'french'];['en', 'english'];en;english;fr;french
36378;Jean-Jacques Goldman;Quand la musique est bonne;['fr', 'french'];['fr', 'french'];fr;french;fr;french
36382;Claude Barzotti;Madame;['fr', 'french'];['fr', 'french'];fr;french;fr;french
36761;Les Rita Mitsouko;Un soir un chien;['fr', 'french'];['mg', 'malagasy'];mg;malagasy;fr;french
36792;Léo Ferré;C'est extra;['fr', 'french'];['fr', 'french'];fr;french;fr;french
36793;Les Rita Mitsouko;C'est comme ça;['fr', 'french'];['mg', 'malagasy'];mg;malagasy;fr;french
36794;Johnny Hallyday;L'envie;['fr', 'french'];['fr', 'french'];fr;french;fr;french
36808;Trans-X;Vivre Sur Video;['fr', 'french'];['en', 'english'];en;english;fr;french
36814;Kraftwerk;Musique Non Stop - 2009 Remaster;['fr', 'french'];['de', 'german'];de;german;fr;french
36909;Édith Piaf;Hymne à l'amour;['fr', 'french'];['fr', 'french'];fr;french;fr;french
36970;Jacques Brel;Ne me quitte pas - Ré-enregistrement 1972;['fr', 'french'];['fr', 'french'];fr;french;fr;french
37027;Patrick Bruel;J'te l'dis quand même;['fr', 'french'];['fr', 'french'];fr;french;fr;french
37231;Dalida;Le temps des fleurs;['fr', 'french'];['fr', 'french'];fr;french;fr;french
37294;Céline Dion;L'Amour Existe Encore;['fr', 'french'];['fr', 'french'];fr;french;fr;french
37330;Grupo Libra;No Me Critiques;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
37462;Claude Debussy,Alfred Reed,Slovak Radio Symphony Orchestra,Keith Clark;Suite bergamasque: III. Clair de lune (arr. A. Reed): Clair de lune;['fr', 'french'];['en', 'english'];en;english;fr;french
37924;Sidney Bechet;Petite Fleur;['fr', 'french'];['en', 'english'];en;english;fr;french
37938;Céline Dion;S'il suffisait d'aimer;['fr', 'french'];['fr', 'french'];fr;french;fr;french
37998;George Davidson;Mariage D'Amour;['fr', 'french'];['en', 'english'];en;english;fr;french
38124;B*Witched;C'est La Vie;['fr', 'french'];['en', 'english'];en;english;fr;french
38193;Strunz & Farah;Jardin;['fr', 'french'];['de', 'german'];de;german;fr;french
38245;Converge;Concubine;['fr', 'french'];['en', 'english'];en;english;fr;french
38298;Yann Tiersen;L'Autre valse d'Amélie;['fr', 'french'];['fr', 'french'];fr;french;fr;french
38478;The Mars Volta;Son et Lumiere;['fr', 'french'];['it', 'italian'];it;italian;fr;french
38852;Eddie Vedder;Toulumne;['fr', 'french'];['da', 'danish'];da;danish;fr;french
38915;Emilie-Claire Barlow;Les yeux ouverts (dream a little dream of me);['fr', 'french'];['en', 'english'];en;english;fr;french
39221;Ghostland Observatory;Midnight Voyage;['fr', 'french'];['en', 'english'];en;english;fr;french
39345;Khaled;C'est La Vie;['fr', 'french'];['en', 'english'];en;english;fr;french
39347;Camille Saint-Saëns,Royal Scottish National Orchestra,Neeme Järvi;Le rouet d'Omphale, Op. 31;['fr', 'french'];['et', 'estonian'];et;estonian;fr;french
39388;Emilie-Claire Barlow;C'est si bon - 2012;['fr', 'french'];['en', 'english'];en;english;fr;french
39434;Lady Gaga;Aura;['fr', 'french'];['en', 'english'];en;english;fr;french
39644;Gunship;Tech Noir;['fr', 'french'];['en', 'english'];en;english;fr;french
39750;Maurice Ravel,Bertrand Chamayou;Ravel: Pavane pour une infante défunte, M. 19;['fr', 'french'];['ny', 'chichewa'];ny;chichewa;fr;french
39885;Emma Watson,Luke Evans,Ensemble - Beauty and the Beast;Belle;['fr', 'french'];['en', 'english'];en;english;fr;french
39987;Bad Bunny;Ser Bichote;['fr', 'french'];['en', 'english'];en;english;fr;french
40025;YoungBoy Never Broke Again;Carter Son;['fr', 'french'];['en', 'english'];en;english;fr;french
40174;Selena Gomez;Souvenir;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
40262;Georges Milton;T'en Fais Pas Bouboule;['fr', 'french'];['en', 'english'];en;english;fr;french
40276;Robert de Visée,Andrés Segovia;Bourrée;['fr', 'french'];['fr', 'french'];fr;french;fr;french
40300;Loveys Band;Mango Vert;['fr', 'french'];['en', 'english'];en;english;fr;french
40352;César Franck,Roger W. Lowther;Pièce héroïque;['fr', 'french'];['en', 'english'];en;english;fr;french
40353;Olivier Messiaen,Roger W. Lowther;La Nativité du Seigneur: Desseins éternels;['fr', 'french'];['en', 'english'];en;english;fr;french
40372;George Gershwin,Felix Slatkin,Hollywood Bowl Symphony Orchestra;Un Américain à Paris;['fr', 'french'];['en', 'english'];en;english;fr;french
40390;Boscoe Holders;J'ai Peur De Revenir;['fr', 'french'];['en', 'english'];en;english;fr;french
40518;Claude Debussy,Arturo Toscanini;La Mer, L. 109: II. Jeux des vagues;['fr', 'french'];['en', 'english'];en;english;fr;french
40580;Frédéric Chopin,Franz Liszt,Sergei Rachmaninoff;Pièce No. 4 pour piano, Op. 15: Souhait de jeune fille;['fr', 'french'];['en', 'english'];en;english;fr;french
40583;Robert Schumann,Sergei Rachmaninoff;Carnaval, Op. 9: 21. Marche des «Davidsbündler» contre les Philistins;['fr', 'french'];['en', 'english'];en;english;fr;french
40585;Robert Schumann,Sergei Rachmaninoff;Carnaval, Op. 9: 10. A.S.C.H. - S.C.H.A. (Lettres dansantes);['fr', 'french'];['en', 'english'];en;english;fr;french
40662;Woody Herman & His Orchestra;Bijou (Rhumba A La Jazz);['fr', 'french'];['en', 'english'];en;english;fr;french
40685;Édouard Lalo,Pierre Monteux,Yehudi Menuhin;Symphonie espagnole pour violon et orchestre in D Minor, Op. 21: III. Intermezzo - Allegretto non troppo;['fr', 'french'];['fr', 'french'];fr;french;fr;french
40769;Igor Stravinsky,Michael Tilson Thomas;Le sacre du printemps (The Rite of Spring): Première partie: L'adoration de la terre (Part I: Adoration of the Earth): Jeux des cités rivales (Ritual of the Rival Tribes);['fr', 'french'];['en', 'english'];en;english;fr;french
40789;Igor Stravinsky;Renard - Histoire burlesque chantée et jouée;['fr', 'french'];['en', 'english'];en;english;fr;french
40790;Igor Stravinsky,Concertgebouworkest,Eduard van Beinum;Le Chant du Rossignol - Poème symphonique: 1. Introduction - The feast at the Emporer's palace;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
40793;Igor Stravinsky,Columbia Symphony Orchestra;L'Oiseau de feu: Danse de la suite de Kachtchei, enchantée par l'Oiseau de feu - 1910 version;['fr', 'french'];['en', 'english'];en;english;fr;french
40802;Igor Stravinsky,Pierre Boulez,Cleveland Orchestra;"Le sacre du printemps (1947 version): Pt. 1 ""Adoration of the Earth"", Spring Round Dances";['fr', 'french'];['en', 'english'];en;english;fr;french
40806;Igor Stravinsky,Michael Tilson Thomas;Le sacre du printemps (The Rite of Spring): Seconde partie: Le sacrifice (Part II: The Sacrifice): Glorification de l'élue (Glorification of the Chosen One);['fr', 'french'];['en', 'english'];en;english;fr;french
40807;Igor Stravinsky,Columbia Symphony Orchestra;"Le sacre du printemps: Part 1 ""Adoration of the Earth"", Games of the Rival Clans";['fr', 'french'];['en', 'english'];en;english;fr;french
40819;Colette,René-Maurice Picard;Le poste de radio;['fr', 'french'];['fr', 'french'];fr;french;fr;french
40828;Igor Stravinsky,Pierre Boulez,Cleveland Orchestra;"Le sacre du printemps (1947 version): Pt. 2 ""The Sacrifice"", Introduction";['fr', 'french'];['en', 'english'];en;english;fr;french
40830;Igor Stravinsky,Columbia Symphony Orchestra;"Le sacre du printemps: Part 1 ""Adoration of the Earth"", Dance of the Earth";['fr', 'french'];['en', 'english'];en;english;fr;french
40833;Igor Stravinsky,Eugene Ormandy;Stravinsky: Le sacre du printemps (The Rite of Spring): Le sacre du printemps: The Adoration of the Earth: Spring Rounds;['fr', 'french'];['en', 'english'];en;english;fr;french
40847;Igor Stravinsky,Concertgebouworkest,Eduard van Beinum;Le Sacre du Printemps - Part 1: The Adoration of the Earth: 1. Introduction;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
40854;Igor Stravinsky,Columbia Symphony Orchestra;L'Oiseau de feu: Danse de l'Oiseau de feu - 1910 version;['fr', 'french'];['en', 'english'];en;english;fr;french
40862;Louiguy;Le Miroir à deux faces (1958) Suite;['fr', 'french'];['en', 'english'];en;english;fr;french
40867;Igor Stravinsky,Concertgebouworkest,Eduard van Beinum;Le Sacre du Printemps / Part 1: L'Adoration de la Terre: 2. Les augures printaniers - Danses des adolescentes;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
40882;Jules Massenet,Richard Tucker Tenor,Pierre Dervaux [Conductor;"Hérodiade: ""Ne pouvant réprimer"" - Remasterd 2013";['fr', 'french'];['en', 'english'];en;english;fr;french
40888;Veronica Gonzalez Day;La foule;['fr', 'french'];['en', 'english'];en;english;fr;french
40889;Manuel de Falla,Isaac Stern;Suite populaire espagnole: V. Asturiana;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
40894;André Gide,Jean Amrouche,Arthur Rubinstein;"""Saül""";['fr', 'french'];['fr', 'french'];fr;french;fr;french
40931;Jules Massenet,Richard Tucker,Pierre Dervaux;"Werther: ""Pourquoi me reveiller"" - Remasterd 2013";['fr', 'french'];['en', 'english'];en;english;fr;french
40952;Manuel de Falla,Isaac Stern;Suite populaire espagnole: VI. Jota;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
40966;Colette,André Parinaud,Robert Casadessus;Mine ou l'ingénue libertine;['fr', 'french'];['co', 'corsican'];co;corsican;fr;french
41035;Leonard Bernstein;La Bonne Cuisine (Four Recipes): I. Plum Pudding;['fr', 'french'];['en', 'english'];en;english;fr;french
41051;Claude Debussy,Claudio Arrau;Estampes, L. 100: III. Jardins sous la pluie - Net et vif;['fr', 'french'];['en', 'english'];en;english;fr;french
41066;Charles Aznavour,Pierre Roche;Il pleut;['fr', 'french'];['fr', 'french'];fr;french;fr;french
41074;Vincenzo Bellini,Vittorio Gui,Orchestra Sinfonica e Coro di Torino della RAI;Guerre ! Guerre ! Le galliche selve;['fr', 'french'];['it', 'italian'];it;italian;fr;french
41078;Jean Cocteau,André Parinaud;La guerre / Son engagement / Croix de guerre / Apollinaire / L'aviateur Roland Garros;['fr', 'french'];['co', 'corsican'];co;corsican;fr;french
41079;Claude Debussy,Inge Borkh,London Symphony Orchestra,Anatole Fistoulari;L'enfant prodigue, L.57: Air de Lia;['fr', 'french'];['en', 'english'];en;english;fr;french
41117;Igor Stravinsky,Arturo Toscanini;Pétrouchka (Version 1911) - Tableau IV, Fête populaire de la semaine grasse (vers le soir): IV. Danse des Tziganes;['fr', 'french'];['en', 'english'];en;english;fr;french
41134;Francis Poulenc;Trois mouvements perpétuels, FP 14: II. Très modéré;['fr', 'french'];['fr', 'french'];fr;french;fr;french
41140;Jane Parayre;Branle Carré (Dance);['fr', 'french'];['hi', 'hindi'];hi;hindi;fr;french
41202;Yves Montand;Une Demoiselle Sur Une Balançoire;['fr', 'french'];['fr', 'french'];fr;french;fr;french
41203;Yves Montand;C'est à L'aube;['fr', 'french'];['fr', 'french'];fr;french;fr;french
41234;"Claude Debussy,Heinz Rehfuss,Pierre Mollet', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet";"Pelléas et Mélisande, L.88 / Act 3: ""Que faites-vous ici?""";['fr', 'french'];['fr', 'french'];fr;french;fr;french
41243;Maurice Ravel,Robert Casadesus;Jeux d'eau, M. 30;['fr', 'french'];['fr', 'french'];fr;french;fr;french
41254;Gaston Bachelard;Les poèmes de l'air;['fr', 'french'];['fr', 'french'];fr;french;fr;french
41272;Claude Debussy,Arturo Toscanini;La Mer, L. 109: II. Jeux de vagues;['fr', 'french'];['en', 'english'];en;english;fr;french
41292;Yves Montand;Les feuilles mortes - Récital au Théâtre de l'Etoile;['fr', 'french'];['fr', 'french'];fr;french;fr;french
41299;Armando Sciascia;Caprice Viennoise;['fr', 'french'];['it', 'italian'];it;italian;fr;french
41301;Manuel de Falla,Johanna Martzy,Jean Antonietti;La vida breve: Danse espagnole;['fr', 'french'];['co', 'corsican'];co;corsican;fr;french
41344;Claude Debussy,Walter Gieseking;Debussy: Deux Arabesques, L. 74, L. 66: Deuxième arabesque;['fr', 'french'];['en', 'english'];en;english;fr;french
41368;Alan Mills;Ah! Qui Mariérons-Nous?;['fr', 'french'];['en', 'english'];en;english;fr;french
41380;René Urtreger;Monsieur de...;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
41394;"Carre,Cormon,Georges Bizet', ""André Cluytens - Martha Angelici - Choeur De L'Opéra Comique - Henri Legay - Orchestre Du Théatre National De L'Opéra Comique""";Les Pêcheurs De Perles - Acte I - Une Plage De L'île De Ceylan - N°5 - Air Et Choeur : O Dieu Brahma ! (Leïla, Nadir, Choeur);['fr', 'french'];['fr', 'french'];fr;french;fr;french
41399;Claude Debussy,Arthur Gold,Robert Fizdale;Six épigraphes antiques, L. 131: I. Pour invoquer Pan, dieu du vent d'été;['fr', 'french'];['en', 'english'];en;english;fr;french
41400;Jean Giono,Taos Amrouche;« Le bol de Silence »;['fr', 'french'];['fr', 'french'];fr;french;fr;french
41410;Jean Servais;L'or: Chapitre VI 23;['fr', 'french'];['fr', 'french'];fr;french;fr;french
41419;Maurice Ravel,Fritz Reiner;Valses nobles et sentimentales: Moins vif;['fr', 'french'];['de', 'german'];de;german;fr;french
41420;Jacques Hilling;Noms Propres;['fr', 'french'];['en', 'english'];en;english;fr;french
41427;Odette Joyeux;Je mettrai ce soir ma robe blanche...;['fr', 'french'];['fr', 'french'];fr;french;fr;french
41433;Jean Giono,Taos Amrouche;Une promenade d'après-midi;['fr', 'french'];['fr', 'french'];fr;french;fr;french
41462;Marguerite Duras;"""J'ai l'impression que les mots traînent sur ma table...""";['fr', 'french'];['fr', 'french'];fr;french;fr;french
41632;Django Reinhardt;Songs D'automne;['fr', 'french'];['en', 'english'];en;english;fr;french
41637;Wilbur De Paris;Mardi Gras Rag;['fr', 'french'];['zh-CN', 'chinese (simplified)'];zh-CN;chinese (simplified);fr;french
41716;Fred Astaire,Audrey Hepburn,Kay Thompson;Bonjour, Paris - Alternate Version;['fr', 'french'];['en', 'english'];en;english;fr;french
41771;Igor Stravinsky,Leonard Bernstein,New York Philharmonic;"Le sacre du printemps: Pt. 1 ""Adoration of the Earth"", Introduction - 1913 Version";['fr', 'french'];['en', 'english'];en;english;fr;french
42038;The Moody Blues;Boulevard De La Madelaine;['fr', 'french'];['en', 'english'];en;english;fr;french
42114;Georges Delerue;Vacances;['fr', 'french'];['en', 'english'];en;english;fr;french
42322;Henry Mancini;Bateau Mouche;['fr', 'french'];['en', 'english'];en;english;fr;french
42335;Françoise Hardy;Nous tous;['fr', 'french'];['fr', 'french'];fr;french;fr;french
42391;Jacques Brel;Tango funèbre - Live Olympia 1964;['fr', 'french'];['fr', 'french'];fr;french;fr;french
42392;Frank Chacksfield & His Orchestra;La Mer;['fr', 'french'];['en', 'english'];en;english;fr;french
42401;Charles Aznavour;Il te suffisait que je t'aime;['fr', 'french'];['fr', 'french'];fr;french;fr;french
42537;Skeeter Davis,Bobby Bare;Let It Be Me (Je t-appartiens);['fr', 'french'];['no', 'norwegian'];no;norwegian;fr;french
42594;Nina Simone;Chauffeur;['fr', 'french'];['da', 'danish'];da;danish;fr;french
42711;Judy Collins;La Chanson Des Vieux Amants (The Song of Old Lovers);['fr', 'french'];['en', 'english'];en;english;fr;french
42740;Jacqueline Taieb;La première à gauche;['fr', 'french'];['fr', 'french'];fr;french;fr;french
42806;Françoise Hardy;"Etonnez-moi, Benoît - Version Single ; Remasterisé en 2016";['fr', 'french'];['fr', 'french'];fr;french;fr;french
42914;Joe Dassin;Le petit pain au chocolat;['fr', 'french'];['fr', 'french'];fr;french;fr;french
42956;Johnny Cash;San Quentin (Reprise) - Live at San Quentin State Prison, San Quentin, CA - February 1969;['fr', 'french'];['en', 'english'];en;english;fr;french
43030;Bob Dylan;Belle Isle;['fr', 'french'];['en', 'english'];en;english;fr;french
43067;Exuma;Mama Loi, Papa Loi;['fr', 'french'];['en', 'english'];en;english;fr;french
43135;Narciso Yepes;Jeux interdits (Romance);['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
43419;Claude Debussy,Philadelphia Orchestra,Eugene Ormandy;Clair de lune from Suite bergamasque;['fr', 'french'];['en', 'english'];en;english;fr;french
43486;Jean Ferrat;Aimer à perdre la raison;['fr', 'french'];['fr', 'french'];fr;french;fr;french
43579;Olivier Messiaen,Tashi;Quatuor pour la fin du Temps: V. Louange à l'èternité de Jésus;['fr', 'french'];['fr', 'french'];fr;french;fr;french
43594;Bootsy Collins;Psychoticbumpschool;['fr', 'french'];['en', 'english'];en;english;fr;french
43616;Gerard Lenorman;Michèle;['fr', 'french'];['el', 'greek'];el;greek;fr;french
43660;Gerard Lenorman;Voici les clés;['fr', 'french'];['el', 'greek'];el;greek;fr;french
43749;Yves Duteil;Prendre un enfant;['fr', 'french'];['fr', 'french'];fr;french;fr;french
43778;Joe Dassin;Dans les yeux d'Emilie;['fr', 'french'];['fr', 'french'];fr;french;fr;french
43908;Raffi;Les Zombis Et Les Loups - Garous;['fr', 'french'];['id', 'indonesian'];id;indonesian;fr;french
44008;Erik Satie,Reinbert de Leeuw;Petite ouverture à danser (Ed. Caby);['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
44040;D.L. Menard;The Back Door (La porte en arriere);['fr', 'french'];['en', 'english'];en;english;fr;french
44088;Rubén Blades,Willie Colón;Madame Kalalú;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
44099;Karen Marks;Cold Café;['fr', 'french'];['en', 'english'];en;english;fr;french
44278;Alexander Robotnick;Problèmes d'Amour - Original;['fr', 'french'];['pl', 'polish'];pl;polish;fr;french
44298;Ernesto Bassignano;D’Essai;['fr', 'french'];['en', 'english'];en;english;fr;french
44429;Antonio Aguilar;La Fondera;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
44510;Indochine;Trois nuits par semaine;['fr', 'french'];['fr', 'french'];fr;french;fr;french
44703;Erik Satie,Riri Shimada;Trois Gnoissiennes: I. Lent;['fr', 'french'];['ja', 'japanese'];ja;japanese;fr;french
44783;Silvius Leopold Weiss,John Williams;Fantaisie;['fr', 'french'];['en', 'english'];en;english;fr;french
44880;Georges Brassens;Je Me Suis Fait Tout Petit;['fr', 'french'];['fr', 'french'];fr;french;fr;french
44909;Serge Lama;Je suis malade;['fr', 'french'];['ms', 'malay'];ms;malay;fr;french
44950;Georges Brassens;Les amoureux des bancs publics;['fr', 'french'];['fr', 'french'];fr;french;fr;french
45516;Elliott Smith;Southern Belle;['fr', 'french'];['en', 'english'];en;english;fr;french
45625;The Browns,Jim Ed Brown;The Three Bells (Les Trois Cloches) (feat. Jim Ed Brown);['fr', 'french'];['en', 'english'];en;english;fr;french
45798;Chayanne;Salomé;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
45994;Thievery Corporation;Le Monde;['fr', 'french'];['en', 'english'];en;english;fr;french
46141;Joe Hisaishi;Reprise;['fr', 'french'];['ja', 'japanese'];ja;japanese;fr;french
46168;Yann Tiersen;Le Moulin;['fr', 'french'];['fr', 'french'];fr;french;fr;french
46665;Yung Joc,Marques Houston;1st Time (feat. Marques Houston);['fr', 'french'];['fr', 'french'];fr;french;fr;french
46842;Chantal Chamberland;La Mer;['fr', 'french'];['fr', 'french'];fr;french;fr;french
47271;Pure Prairie League,Craig Fuller,Vince Gill,John David Call,Mike Reilly;Amie;['fr', 'french'];['en', 'english'];en;english;fr;french
47514;Gabriel Fauré,Yo-Yo Ma;Après un rêve, Op. 7, No. 1;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
47670;Prince Royce,Shakira;Deja vu;['fr', 'french'];['en', 'english'];en;english;fr;french
47673;Michael Penny;Nocturne;['fr', 'french'];['en', 'english'];en;english;fr;french
47903;Mike Bahía,Danny Ocean;Detente;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
48034;Joe Quartz;Le Mur;['fr', 'french'];['en', 'english'];en;english;fr;french
48067;Georges Milton;C'est Pour Mon Papa;['fr', 'french'];['en', 'english'];en;english;fr;french
48100;Joe Quartz;D'air qui date;['fr', 'french'];['en', 'english'];en;english;fr;french
48106;Manuel Ponce,Andrés Segovia;Petite Valse;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
48169;Tino Rossi;Laissez moi vous aimer;['fr', 'french'];['it', 'italian'];it;italian;fr;french
48172;Tino Rossi;Tristesse;['fr', 'french'];['it', 'italian'];it;italian;fr;french
48227;Frédéric Chopin,Franz Liszt,Sergei Rachmaninoff;Le retour;['fr', 'french'];['en', 'english'];en;english;fr;french
48228;Robert Schumann,Sergei Rachmaninoff;Carnaval, Op. 9: 15. Pantalon et colombine;['fr', 'french'];['en', 'english'];en;english;fr;french
48230;Robert Schumann,Sergei Rachmaninoff;Carnaval, Op. 9: 14. Reconnaissance;['fr', 'french'];['en', 'english'];en;english;fr;french
48243;Robert Schumann,Sergei Rachmaninoff;Carnaval, Op. 9: 7. Coquette;['fr', 'french'];['en', 'english'];en;english;fr;french
48245;Robert Schumann,Sergei Rachmaninoff;Carnaval, Op. 9: 9. Papillons;['fr', 'french'];['en', 'english'];en;english;fr;french
48246;Robert Schumann,Sergei Rachmaninoff;Carnaval, Op. 9: 1. Préambule;['fr', 'french'];['en', 'english'];en;english;fr;french
48250;Robert Schumann,Sergei Rachmaninoff;Carnaval, Op. 9: 8a. Réplique;['fr', 'french'];['en', 'english'];en;english;fr;french
48258;Pyotr Ilyich Tchaikovsky,Sergei Rachmaninoff;Troïka en traîneaux, in E Major;['fr', 'french'];['en', 'english'];en;english;fr;french
48262;Robert Schumann,Sergei Rachmaninoff;Carnaval, Op. 9: 18. Aveu;['fr', 'french'];['en', 'english'];en;english;fr;french
48310;Edward Elgar,Yehudi Menuhin,Adolph Baller;Salut d'amour in E Major, Op. 12;['fr', 'french'];['en', 'english'];en;english;fr;french
48318;Darius Milhaud,Pierre Monteux;"Suite symphonique, No. 2, Op. 57 ""Protée"": I. Ouverture - Modéré";['fr', 'french'];['fr', 'french'];fr;french;fr;french
48335;Édouard Lalo,Pierre Monteux,Yehudi Menuhin;Symphonie espagnole pour violon et orchestre in D Minor, Op. 21: IV. Andante;['fr', 'french'];['fr', 'french'];fr;french;fr;french
48351;Franz Schubert,Yehudi Menuhin;Ave Maria, D. 839;['fr', 'french'];['en', 'english'];en;english;fr;french
48361;Hector Berlioz,Pierre Monteux;Symphonie fantastique, Op. 14, H 48: I. Rêveries - Passions;['fr', 'french'];['fr', 'french'];fr;french;fr;french
48387;Igor Stravinsky,Concertgebouworkest,Eduard van Beinum;Le Sacre du Printemps - Part 2: The Sacrifice: 1. Introduction;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
48397;Igor Stravinsky,Eugene Ormandy;Stravinsky: Le sacre du printemps (The Rite of Spring): Le sacre du printemps: The Sacrifice: Mystic Circles of the Young Girls;['fr', 'french'];['en', 'english'];en;english;fr;french
48403;Igor Stravinsky,Columbia Symphony Orchestra;"Le sacre du printemps: Part 2 ""The Sacrifice"", Introduction";['fr', 'french'];['en', 'english'];en;english;fr;french
48412;Igor Stravinsky,Columbia Symphony Orchestra;L'Oiseau de feu: Mort de Kachtchei - Profonds ténèbres - 1910 version;['fr', 'french'];['en', 'english'];en;english;fr;french
48458;Bourvil,Pierrette Bruno;Le Capitan (1960) Pour se parler d'amour;['fr', 'french'];['fr', 'french'];fr;french;fr;french
48473;Georges Garvarentz,Raymond Lefèvre;Les bonnes causes (1963) Générique;['fr', 'french'];['fr', 'french'];fr;french;fr;french
48482;Colette,André Parinaud,Robert Casadessus;Les rencontres de Colette;['fr', 'french'];['co', 'corsican'];co;corsican;fr;french
48504;Igor Stravinsky,Isaac Stern;Firebird Suite: V. Berceuse;['fr', 'french'];['en', 'english'];en;english;fr;french
48507;Colette,André Parinaud,Robert Casadessus;Emergence d'une vocation;['fr', 'french'];['co', 'corsican'];co;corsican;fr;french
48542;Veronica Gonzalez Day;Mon Manage a moi;['fr', 'french'];['en', 'english'];en;english;fr;french
48655;Giuseppe Verdi,Maria Callas,Milan La Scala Chorus,Orchestra Del Teatro Alla Scala, Milano,Tullio Serafin;Aida: Act III: Qui Radames verra!;['fr', 'french'];['it', 'italian'];it;italian;fr;french
48690;Georges Bizet,Fritz Reiner;Carmen: Act I: Sur la place, chacun passe;['fr', 'french'];['de', 'german'];de;german;fr;french
48693;Umberto Giordano,Inge Borkh,Wiener Philharmoniker,Rudolf Moralt;"Andrea Chénier / Act 3: ""La mamma morta""";['fr', 'french'];['de', 'german'];de;german;fr;french
48697;Georges Bizet,Fritz Reiner;Carmen: Act II: Eh bien, vite, quelles nouvelles?;['fr', 'french'];['de', 'german'];de;german;fr;french
48721;Jean Cocteau,André Parinaud;"Nietzsche / Cézanne / L'affaire Dreyfus / ""Pelléas""";['fr', 'french'];['co', 'corsican'];co;corsican;fr;french
48727;Jean Cocteau,André Parinaud;"Les ballets russes / Stravinsky / Le scandale du ""Sacre""";['fr', 'french'];['co', 'corsican'];co;corsican;fr;french
48732;Erik Satie,Francis Poulenc;Avant-dernières pensées: II. Aubade;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
48760;Francis Poulenc;Suite française d'après Claude Gervaise, FP 80b: VII. Carillon;['fr', 'french'];['fr', 'french'];fr;french;fr;french
48766;Georges Bizet,Fritz Reiner;"Carmen: Act IV: Danse bohèmienne (from ""La Jolie fille de Perth"")";['fr', 'french'];['de', 'german'];de;german;fr;french
48779;François Mauriac,Jean Amrouche;Thérèse Desqueyroux;['fr', 'french'];['fr', 'french'];fr;french;fr;french
48804;Fabre Duroseau;Deux Amours - Meringue;['fr', 'french'];['fr', 'french'];fr;french;fr;french
48839;Alan Mills;Vive la Canadienne;['fr', 'french'];['en', 'english'];en;english;fr;french
48841;Fabre Duroseau;Retour des Cayes - Meringue;['fr', 'french'];['fr', 'french'];fr;french;fr;french
48855;Matthias Kadar;Chanson pour l'Auvergnat;['fr', 'french'];['tr', 'turkish'];tr;turkish;fr;french
48885;Gilbert Bécaud;C'était mon copain;['fr', 'french'];['fr', 'french'];fr;french;fr;french
48911;Reynaldo Hahn,Jacques Jansen,Jacqueline Bonneau;Chansons grises: 3. L'allée est sans fin;['fr', 'french'];['fr', 'french'];fr;french;fr;french
48916;Sacha Guitry;Présentation de l'ensemble des métiers du film;['fr', 'french'];['fr', 'french'];fr;french;fr;french
