;artists;Title;popularity;Title language FULL;rank;Language Specific Popularity
123669;Big L;Da Graveyard;50;chinese (simplified);51.0;61.0
45873;David Tao;普通朋友;50;chinese (simplified);51.0;61.0
169160;Five Finger Death Punch;You;50;chinese (simplified);51.0;61.0
21646;Jeff Chang;過火;50;chinese (simplified);51.0;61.0
94115;Cyndi Lauper;She Bop;50;chinese (simplified);51.0;61.0
77032;Danger;4:30;50;chinese (simplified);51.0;61.0
124311;Nelly;#1;50;chinese (simplified);51.0;61.0
159442;Jay Chou;可愛女人;50;chinese (simplified);51.0;61.0
22106;Jacky Cheung;她來聽我的演唱會;50;chinese (simplified);51.0;61.0
39435;Candlebox;You;50;chinese (simplified);51.0;61.0
77236;Azealia Banks;1991;50;chinese (simplified);51.0;61.0
159587;Gillian Hills;Zou bisou bisou;50;chinese (simplified);51.0;61.0
23611;5 Seconds of Summer;18;50;chinese (simplified);51.0;61.0
70195;The Lumineers;Gun Song;50;chinese (simplified);51.0;61.0
37750;Leslie Cheung;有心人;50;chinese (simplified);51.0;61.0
104820;Jesse Powell,Gerald Albright;You;50;chinese (simplified);51.0;61.0
6199;Jay Chou;愛在西元前;50;chinese (simplified);51.0;61.0
103557;Yellowman;Zungguzungguguzungguzeng;50;chinese (simplified);51.0;61.0
14580;Jay Chou;園遊會;50;chinese (simplified);51.0;61.0
6136;Jay Chou;黑色幽默;50;chinese (simplified);51.0;61.0
6309;Jay Chou;回到過去;51;chinese (simplified);52.0;62.0
53760;Eason Chan;K歌之王;51;chinese (simplified);52.0;62.0
30898;Serj Tankian;Lie Lie Lie;51;chinese (simplified);52.0;62.0
133616;The Smashing Pumpkins;1979;51;chinese (simplified);52.0;62.0
30573;Jay Chou;藉口;51;chinese (simplified);52.0;62.0
134516;The Band Perry;You Lie;51;chinese (simplified);52.0;62.0
132141;Dave Wong;一場遊戲一場夢;51;chinese (simplified);52.0;62.0
61494;Eason Chan;歲月如歌;51;chinese (simplified);52.0;62.0
46662;Jay Chou;菊花台;51;chinese (simplified);52.0;62.0
168026;The Cranberries;Linger;51;chinese (simplified);52.0;62.0
168285;The Haunted;99;51;chinese (simplified);52.0;62.0
38276;Landy Wen,Jay Chou;屋頂;51;chinese (simplified);52.0;62.0
13883;A-Mei Chang;聽海;51;chinese (simplified);52.0;62.0
104154;Pixies;La La Love You;51;chinese (simplified);52.0;62.0
159025;Kit Chan;喜欢你;51;chinese (simplified);52.0;62.0
104897;Roger Miller;Dang Me;51;chinese (simplified);52.0;62.0
23433;J. Cole;Mo Money (Interlude);51;chinese (simplified);52.0;62.0
14549;Gunther & the Sunshine Girls;Ding Dong Song - Radio Edit;51;chinese (simplified);52.0;62.0
123747;Damian Marley;Me Name Jr. Gong;51;chinese (simplified);52.0;62.0
38313;Miriam Yeung;野孩子;51;chinese (simplified);52.0;62.0
115180;Z-Ro;Mo City Don;51;chinese (simplified);52.0;62.0
39155;Ana Tijoux;1977;52;chinese (simplified);53.0;63.0
62629;CoryaYo;1995;52;chinese (simplified);53.0;63.0
13948;Jacky Cheung,高慧君;你最珍貴;52;chinese (simplified);53.0;63.0
61282;F4;流星雨;52;chinese (simplified);53.0;63.0
112579;CHIC;Le Freak - Edit;52;chinese (simplified);53.0;63.0
113489;Hacken Lee;月半小夜曲;52;chinese (simplified);53.0;63.0
47087;Stephane Wrembel;Bistro Fada;52;chinese (simplified);53.0;63.0
104929;Insane Clown Posse;Boogie Woogie Wu;52;chinese (simplified);53.0;63.0
103382;Gil Scott-Heron;Gun;52;chinese (simplified);53.0;63.0
81753;Bo Diddley;Bo Diddley;52;chinese (simplified);53.0;63.0
46294;Stefanie Sun;我不難過;52;chinese (simplified);53.0;63.0
143011;Lin-Manuel Miranda,Christopher Jackson,Robin de Jesus,Seth Stewart,Janet Dacal,Andrea Burns;96,000;52;chinese (simplified);53.0;63.0
46448;Angela Chang;歐若拉;52;chinese (simplified);53.0;63.0
151248;Elephant Man;Pon De River Pon De Bank;52;chinese (simplified);53.0;63.0
38405;Hikaru Utada;光;52;chinese (simplified);53.0;63.0
22173;Jacky Cheung;你的名字 我的姓氏;52;chinese (simplified);53.0;63.0
150915;Jay Chou;龍捲風;52;chinese (simplified);53.0;63.0
159374;Jay Chou;星晴;52;chinese (simplified);53.0;63.0
134487;Neon Trees;1983;52;chinese (simplified);53.0;63.0
123421;Radiohead;You;52;chinese (simplified);53.0;63.0
123115;Beyond;光輝歲月;52;chinese (simplified);53.0;63.0
30804;Jay Chou;千里之外;52;chinese (simplified);53.0;63.0
22321;Eason Chan;單車;52;chinese (simplified);53.0;63.0
134489;Randy Houser;Whistlin' Dixie;52;chinese (simplified);53.0;63.0
132755;Jacky Cheung;吻別;52;chinese (simplified);53.0;63.0
158905;Leslie Cheung;追;53;chinese (simplified);54.0;64.0
6564;Desmond Dekker,The Aces;Fu Man Chu;53;chinese (simplified);54.0;64.0
95699;Trick Daddy;Nann Nigga;53;chinese (simplified);54.0;64.0
7517;Inner Wave;1 4 2;53;chinese (simplified);54.0;64.0
76580;Karen Mok;如果沒有你;53;chinese (simplified);54.0;64.0
14755;Jay Chou;聽媽媽的話;53;chinese (simplified);54.0;64.0
15099;Christopher Tin,Soweto Gospel Choir;Baba Yetu;53;chinese (simplified);54.0;64.0
76689;Jeff Chang;愛如潮水;53;chinese (simplified);54.0;64.0
15667;Red Shahan;Men & Coyotes;53;chinese (simplified);54.0;64.0
81939;Frank Sinatra;Ring-A-Ding-Ding;53;chinese (simplified);54.0;64.0
76827;Leehom Wang;另一個天堂;53;chinese (simplified);54.0;64.0
167928;Jay Chou;開不了口;53;chinese (simplified);54.0;64.0
77468;blackbear;90210;53;chinese (simplified);54.0;64.0
6053;Steve Chou;黃昏;53;chinese (simplified);54.0;64.0
23557;Nicki Minaj;Shanghai;53;chinese (simplified);54.0;64.0
168453;Stone Sour;30/30-150;53;chinese (simplified);54.0;64.0
82695;Brenton Wood;Oogum Boogum Song;53;chinese (simplified);54.0;64.0
142045;Faye Wong;紅豆;53;chinese (simplified);54.0;64.0
104528;TOOL;4°;53;chinese (simplified);54.0;64.0
69132;Fish Leong;可惜不是你;53;chinese (simplified);54.0;64.0
167689;Karen Mok;忽然之間;53;chinese (simplified);54.0;64.0
105280;Deltron 3030,Del The Funky Homosapien,Dan The Automator,Kid Koala;3030;53;chinese (simplified);54.0;64.0
14637;Jay Chou;髮如雪;53;chinese (simplified);54.0;64.0
61822;Michael Wong;第一次;53;chinese (simplified);54.0;64.0
38249;Jacky Cheung;我真的受傷了;53;chinese (simplified);54.0;64.0
62538;The Neighbourhood;$TING;53;chinese (simplified);54.0;64.0
14141;Stefanie Sun,Jerry,Lin Zheng-Zhong;開始懂了;53;chinese (simplified);54.0;64.0
62727;Galantis;You;53;chinese (simplified);54.0;64.0
53923;Dr Zeus,Shortie,Deepti,Master Rakesh;Kangna;53;chinese (simplified);54.0;64.0
92927;Michael Jackson;Ben - Single Version;53;chinese (simplified);54.0;64.0
151745;Kings of Leon;17;53;chinese (simplified);54.0;64.0
38942;Jay Chou;給我一首歌的時間;53;chinese (simplified);54.0;64.0
30887;Eason Chan;好久不見;54;chinese (simplified);55.0;65.0
38850;Eason Chan;淘汰(國);54;chinese (simplified);55.0;65.0
3119;Lucio Dalla;4/3/1943;54;chinese (simplified);55.0;65.0
54148;El Simbolo;1 2 3;54;chinese (simplified);55.0;65.0
22794;Jay Chou;退後;54;chinese (simplified);55.0;65.0
38835;Jay Chou;不能說的秘密;54;chinese (simplified);55.0;65.0
54156;Christine Fan,Angela Chang;如果的事;54;chinese (simplified);55.0;65.0
39373;"""I'm Blue""";Blue (Da Ba Dee);54;chinese (simplified);55.0;65.0
95051;Candlebox;You;54;chinese (simplified);55.0;65.0
156643;Maxime Le Forestier;San Francisco;54;chinese (simplified);55.0;65.0
46549;David Tao;就是愛妳;54;chinese (simplified);55.0;65.0
168598;CeeLo Green,Jack Black;Kung Fu Fighting;54;chinese (simplified);55.0;65.0
151072;Jay Chou;簡單愛;54;chinese (simplified);55.0;65.0
125376;Jason Aldean;1994;54;chinese (simplified);55.0;65.0
124648;Danger Doom,CeeLo Green;Benzi Box;54;chinese (simplified);55.0;65.0
123227;Jacky Cheung;每天愛你多一些;54;chinese (simplified);55.0;65.0
61344;Penny Tai;你要的愛;54;chinese (simplified);55.0;65.0
151010;Krishna Das;Baba Hanuman;54;chinese (simplified);55.0;65.0
76658;Fish Leong;會呼吸的痛;54;chinese (simplified);55.0;65.0
31005;Jay Chou;蒲公英的約定;54;chinese (simplified);55.0;65.0
95973;Cross Canadian Ragweed;17;54;chinese (simplified);55.0;65.0
23251;S3RL;Pika Girl;54;chinese (simplified);55.0;65.0
30502;Joey Yung;心淡;54;chinese (simplified);55.0;65.0
167657;Zhang Zhen Yue;愛我別走;54;chinese (simplified);55.0;65.0
124531;Eminem;Puke;54;chinese (simplified);55.0;65.0
62272;Hebe Tien;魔鬼中的天使;54;chinese (simplified);55.0;65.0
105317;Sam Cooke;Chain Gang;54;chinese (simplified);55.0;65.0
76850;Mayday;你不是真正的快樂;54;chinese (simplified);55.0;65.0
30975;Jay Chou;我不配;54;chinese (simplified);55.0;65.0
6388;Miriam Yeung;可惜我是水瓶座;55;chinese (simplified);56.0;66.0
150643;David Tao;愛, 很簡單;55;chinese (simplified);56.0;66.0
159936;Jay Chou;夜曲;55;chinese (simplified);56.0;66.0
169316;Morgan Wallen;Yin Yang Girl;55;chinese (simplified);56.0;66.0
6270;Eason Chan;明年今日;55;chinese (simplified);56.0;66.0
95319;Dave Matthews Band;#41;55;chinese (simplified);56.0;66.0
23373;Nils Frahm;Re;55;chinese (simplified);56.0;66.0
23089;Yoga Lin;說謊;55;chinese (simplified);56.0;66.0
22925;Stefanie Sun;逆光;55;chinese (simplified);56.0;66.0
95976;Ying Yang Twins;Say I Yi Yi;55;chinese (simplified);56.0;66.0
70228;Ollie;Fading Away;55;chinese (simplified);56.0;66.0
134762;Drake;Wu-Tang Forever;55;chinese (simplified);56.0;66.0
69106;Hector & Tito;Baila Morena - Live;55;chinese (simplified);56.0;66.0
77331;will.i.am;Bang Bang;55;chinese (simplified);56.0;66.0
22935;Jay Chou;彩虹;55;chinese (simplified);56.0;66.0
54385;Kay Tse;囍帖街;55;chinese (simplified);56.0;66.0
14552;JJ Lin;江南;55;chinese (simplified);56.0;66.0
105715;DJ Casper;Cha Cha Slide - Original Live Platinum Band Mix;55;chinese (simplified);56.0;66.0
95873;Gorillaz;19-2000;55;chinese (simplified);56.0;66.0
54236;Joker Xue;認真的雪;55;chinese (simplified);56.0;66.0
125269;Kanye West,JAY-Z;H•A•M;56;chinese (simplified);57.0;68.0
112377;Boney M.;Ma Baker;56;chinese (simplified);57.0;68.0
141831;Spice Girls;Mama;56;chinese (simplified);57.0;68.0
15167;Bonobo;Kong;56;chinese (simplified);57.0;68.0
160193;Jay Chou;青花瓷;56;chinese (simplified);57.0;68.0
160646;Rihanna;You Da One;56;chinese (simplified);57.0;68.0
62045;Jordan Chan;獨家記憶;56;chinese (simplified);57.0;68.0
160264;Jay Chou;稻香;56;chinese (simplified);57.0;68.0
134814;Common Kings;24/7;56;chinese (simplified);57.0;68.0
134194;Yellowman;Zungguzungguguzungguzeng;56;chinese (simplified);57.0;68.0
168364;Jay Chou;楓;56;chinese (simplified);57.0;68.0
55019;Zion.T;Yanghwa BRDG;56;chinese (simplified);57.0;68.0
82040;Sam Cooke;Chain Gang;56;chinese (simplified);57.0;68.0
46843;JJ Lin,Charlene Choi;小酒窩;56;chinese (simplified);57.0;68.0
38971;Jordan Chan;相依為命;56;chinese (simplified);57.0;68.0
160034;Nightmares On Wax;Flip Ya Lid;56;chinese (simplified);57.0;68.0
115163;John Williams,London Symphony Orchestra;Anakin vs. Obi-Wan;56;chinese (simplified);57.0;68.0
142637;Jay Chou;七里香;56;chinese (simplified);57.0;68.0
69250;Wisin & Yandel;Pegao;56;chinese (simplified);57.0;68.0
6787;F.I.R.;月牙灣;56;chinese (simplified);57.0;68.0
62829;Bon Iver;715 - CR∑∑KS;56;chinese (simplified);57.0;68.0
125205;Tally Hall;&;56;chinese (simplified);57.0;68.0
152201;Foxygen;San Francisco;57;chinese (simplified);58.0;69.0
123334;Beyond;海闊天空 - Edited Version;57;chinese (simplified);58.0;69.0
77529;BTS;Ma City;57;chinese (simplified);58.0;69.0
158131;Vanessa Paradis;Joe le taxi;57;chinese (simplified);58.0;69.0
70241;11:11;You;57;chinese (simplified);58.0;69.0
54629;Leehom Wang;你不知道的事;57;chinese (simplified);58.0;69.0
151425;Jay Chou;一路向北;57;chinese (simplified);58.0;69.0
150880;Rene Liu;後來;57;chinese (simplified);58.0;69.0
124427;Radiohead;2 + 2 = 5;57;chinese (simplified);58.0;69.0
125278;Youth Lagoon;17;57;chinese (simplified);58.0;69.0
134868;Speaker Knockerz;Dap You Up;57;chinese (simplified);58.0;69.0
134116;Red Hot Chili Peppers;Hump de Bump;57;chinese (simplified);58.0;69.0
31531;Andy Law 罗志聪;Yi Jian Mei 一剪梅;57;chinese (simplified);58.0;69.0
46923;Basil Valdez;You;57;chinese (simplified);58.0;69.0
47113;Mika Singh,Shefali Alvares;Subha Hone Na De;57;chinese (simplified);58.0;69.0
114525;"Dr. Dre,Hittman', ""Knoc-Turn'al""";Bang Bang;57;chinese (simplified);58.0;69.0
69231;Victor Wong;我以為;57;chinese (simplified);58.0;69.0
6974;Mr. C;Cha Cha Slide;57;chinese (simplified);58.0;69.0
6887;Jay Chou;最長的電影;57;chinese (simplified);58.0;69.0
47672;Frostydasnowmann;Ya Digg;57;chinese (simplified);58.0;69.0
142673;Jay Chou;擱淺;57;chinese (simplified);58.0;69.0
96307;Rehab,Steaknife;1980;57;chinese (simplified);58.0;69.0
142235;Sandy Lam;至少還有你;57;chinese (simplified);58.0;69.0
160281;SHINee;Ring Ding Dong;57;chinese (simplified);58.0;69.0
134735;Tyler, The Creator;48;57;chinese (simplified);58.0;69.0
106364;Chris Young;You;58;chinese (simplified);59.0;70.0
92874;Janis Joplin;Mercedes Benz;58;chinese (simplified);59.0;70.0
151439;Jay Chou,Lara Liang;珊瑚海;58;chinese (simplified);59.0;70.0
30968;JJ Lin;醉赤壁;58;chinese (simplified);59.0;70.0
152356;Vulfpeck;1612;58;chinese (simplified);59.0;70.0
31360;EXO-K;Mama;58;chinese (simplified);59.0;70.0
104626;Aphex Twin;#3;58;chinese (simplified);59.0;70.0
151203;Eason Chan;十年;58;chinese (simplified);59.0;70.0
106472;Taylor Swift;22;58;chinese (simplified);59.0;70.0
77355;"""Girls' Generation""";Mr.Mr.;58;chinese (simplified);59.0;70.0
31974;Shallou,Riah;Lie;58;chinese (simplified);59.0;70.0
39080;LaLa Hsu;失落沙洲;58;chinese (simplified);59.0;70.0
83285;Little Feat;Dixie Chicken;58;chinese (simplified);59.0;70.0
134534;Beyoncé;1+1;58;chinese (simplified);59.0;70.0
55031;Junichi Sakamoto;Hero's Come Back!!(第1話〜第30話);58;chinese (simplified);59.0;70.0
7572;Moses Gunn Collective;Shalala;58;chinese (simplified);59.0;70.0
81932;John Coltrane;Naima;58;chinese (simplified);59.0;70.0
168587;Jay Chou;說好的幸福呢;58;chinese (simplified);59.0;70.0
6797;Stefanie Sun;我懷念的;58;chinese (simplified);59.0;70.0
39850;Surfaces;24 / 7 / 365;59;chinese (simplified);60.0;71.0
142520;Stefanie Sun;遇見;59;chinese (simplified);60.0;71.0
14749;Sodagreen;小情歌;59;chinese (simplified);60.0;71.0
114659;Xzibit,Erick Sermon,J. Ro,Tash;Alkaholik (feat. Erik Sermon, J Ro & Tash);59;chinese (simplified);60.0;71.0
63107;YFN Lucci;7.62;59;chinese (simplified);60.0;71.0
7679;Sunset Rollercoaster;My Jinji;59;chinese (simplified);60.0;71.0
31200;G.E.M.;我的秘密 (MySecret);59;chinese (simplified);60.0;71.0
169442;Anthony Amorim;2004;59;chinese (simplified);60.0;71.0
106577;"""The Mowgli's""";San Francisco;59;chinese (simplified);60.0;71.0
95909;"""Destiny's Child""";Independent Women, Pt. 1;59;chinese (simplified);60.0;71.0
95225;Jodeci;Freek'n You;59;chinese (simplified);60.0;71.0
62421;Hu Xia;那些年 - 那些年;59;chinese (simplified);60.0;71.0
115893;Two Door Cinema Club;Sun;59;chinese (simplified);60.0;71.0
54638;JJ Lin;當你;59;chinese (simplified);60.0;71.0
39018;Della;猜不透;59;chinese (simplified);60.0;71.0
151498;Michael Wong;童話;59;chinese (simplified);60.0;71.0
115572;Them Crooked Vultures;New Fang;59;chinese (simplified);60.0;71.0
159455;Vengaboys;Shalala Lala;59;chinese (simplified);60.0;71.0
85693;Dispatch;Bang Bang;60;chinese (simplified);61.0;72.0
105071;Eiffel 65,Gabry Ponte;Blue (Da Ba Dee) - Gabry Ponte Video Edit;60;chinese (simplified);61.0;72.0
84914;Bad Religion;You;60;chinese (simplified);61.0;72.0
105544;The Strokes;12:51;60;chinese (simplified);61.0;72.0
47132;A-Lin;給我一個理由忘記;60;chinese (simplified);61.0;72.0
47695;Our Last Night;1-800-273-8255;60;chinese (simplified);61.0;72.0
55244;Ólafur Arnalds,Nils Frahm;20:17;60;chinese (simplified);61.0;72.0
97013;Taylor Swift;22;60;chinese (simplified);61.0;72.0
77737;Paramore;26;60;chinese (simplified);61.0;72.0
62843;BTS;MAMA;60;chinese (simplified);61.0;72.0
124277;Jay Chou;安靜;60;chinese (simplified);61.0;72.0
152333;Jessie J,Ariana Grande,Nicki Minaj;Bang Bang;60;chinese (simplified);61.0;72.0
142329;Harlem Yu;情非得已;60;chinese (simplified);61.0;72.0
161015;Drake;9;60;chinese (simplified);61.0;72.0
160803;Jessie J,Ariana Grande,Nicki Minaj;Bang Bang;60;chinese (simplified);61.0;72.0
125317;Milo Greene;1957;60;chinese (simplified);61.0;72.0
86706;Feist;1234;60;chinese (simplified);61.0;72.0
133556;La Sonora Santanera;Perfume de Gardenias;60;chinese (simplified);61.0;72.0
39825;Vince Staples;745;60;chinese (simplified);61.0;72.0
31804;Green Day;Bang Bang;60;chinese (simplified);61.0;72.0
54810;G.E.M.;泡沫;60;chinese (simplified);61.0;72.0
70419;Natanael Cano;Platicame De Ti;61;chinese (simplified);62.0;74.0
114976;Jay Chou;晴天;61;chinese (simplified);62.0;74.0
125638;Rainbow Kitten Surprise;Lady Lie;61;chinese (simplified);62.0;74.0
168604;Mayday;突然好想你;61;chinese (simplified);62.0;74.0
105175;Brian McKnight;6, 8, 12;61;chinese (simplified);62.0;74.0
62752;Hebe Tien;小幸運;61;chinese (simplified);62.0;74.0
47868;21 Savage;1.5;61;chinese (simplified);62.0;74.0
168131;Axel;Amo;61;chinese (simplified);62.0;74.0
106368;Brian Tuey,James McCawley,Kevin Sherwood,Treyarch Sound;115;61;chinese (simplified);62.0;74.0
116266;The Lumineers;Angela;61;chinese (simplified);62.0;74.0
134654;Romeo Santos;You;61;chinese (simplified);62.0;74.0
116095;WILLOW,SZA;9;61;chinese (simplified);62.0;74.0
15134;JJ Lin;她說;61;chinese (simplified);62.0;74.0
77072;A.R. Rahman,Javed Ali,Mohit Chauhan;Kun Faya Kun;62;chinese (simplified);63.0;75.0
150058;Ten Sharp;You;62;chinese (simplified);63.0;75.0
31870;JAY-Z;4:44;62;chinese (simplified);63.0;75.0
121629;Djavan;Flor de Lis;62;chinese (simplified);63.0;75.0
77980;Yue Yan Jen;守得云开见月明 - Every cloud has a silver lining;62;chinese (simplified);63.0;75.0
40206;Lil Durk;248;62;chinese (simplified);63.0;75.0
142065;Steps;5, 6, 7, 8;62;chinese (simplified);63.0;75.0
7342;Silence Wang,By2;有点甜;62;chinese (simplified);63.0;75.0
31872;Drake,Sampha;4422;62;chinese (simplified);63.0;75.0
95128;Green Day;She;62;chinese (simplified);63.0;75.0
77713;SURAN;WINE (Feat.Changmo) (Prod. SUGA);62;chinese (simplified);63.0;75.0
70415;Kailee Morgue;Siren;62;chinese (simplified);63.0;75.0
106582;Anarbor;18;62;chinese (simplified);63.0;75.0
151833;Tanya Chua;紅色高跟鞋;62;chinese (simplified);63.0;75.0
96730;Turnpike Troubadours;7 & 7;62;chinese (simplified);63.0;75.0
85604;2Pac,Richie Rich;Ratha Be Ya N____ (ft. Richie Rich);62;chinese (simplified);63.0;75.0
152522;Lil Uzi Vert;444+222;62;chinese (simplified);63.0;75.0
85267;Wu-Tang Clan;Bring Da Ruckus;63;chinese (simplified);64.0;76.0
106181;Britney Spears;3;63;chinese (simplified);64.0;76.0
106312;Fei Yu-ching;一翦梅 - xue hua piao piao bei feng xiao xiao;63;chinese (simplified);64.0;76.0
106580;Foxygen;Shuggie;63;chinese (simplified);64.0;76.0
40188;Childish Gambino;35.31;63;chinese (simplified);64.0;76.0
23828;Kid Trunks,XXXTENTACION;777;63;chinese (simplified);64.0;76.0
55404;Alec Benjamin;1994;63;chinese (simplified);64.0;76.0
95956;Eminem;Hailie's Song;63;chinese (simplified);64.0;76.0
39732;BTS;2! 3!;63;chinese (simplified);64.0;76.0
96525;"""Plain White T's""";1, 2, 3, 4;63;chinese (simplified);64.0;76.0
15258;JJ Lin;那些你很冒險的夢;63;chinese (simplified);64.0;76.0
8037;Junior H;El de la Chevy;64;chinese (simplified);65.0;77.0
105076;Eiffel 65,Gabry Ponte;Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio;64;chinese (simplified);65.0;77.0
143759;Petit Biscuit;You;64;chinese (simplified);65.0;77.0
142387;Rivermaya;214;64;chinese (simplified);65.0;77.0
161088;Machine Gun Kelly;27;64;chinese (simplified);65.0;77.0
141511;The Connells;'74-'75;64;chinese (simplified);65.0;77.0
24208;LAY;玉;64;chinese (simplified);65.0;77.0
87222;Dierks Bentley;5-1-5-0;64;chinese (simplified);65.0;77.0
62774;Jay Chou;告白氣球;64;chinese (simplified);65.0;77.0
86573;Tech N9ne;Caribou Lou;64;chinese (simplified);65.0;77.0
24121;Highly Suspect;16;64;chinese (simplified);65.0;77.0
125828;Arsenal Efectivo;Platicame De Ti;64;chinese (simplified);65.0;77.0
23332;Elvis Costello;She;64;chinese (simplified);65.0;77.0
40135;Childish Gambino;19.10;64;chinese (simplified);65.0;77.0
63141;Loote,gnash;85%;65;chinese (simplified);66.0;78.0
70463;Rex Orange County;10/10;65;chinese (simplified);66.0;78.0
47833;A.CHAL;000000;65;chinese (simplified);66.0;78.0
70354;BTS;134340;65;chinese (simplified);66.0;78.0
24107;Lil Darkie;HAHA;65;chinese (simplified);66.0;78.0
32069;Jake Scott;She;65;chinese (simplified);66.0;78.0
169324;Jack Ü,Skrillex,Diplo,kai;Mind (feat. Kai);65;chinese (simplified);66.0;78.0
169710;YNW Melly;Bang Bang;65;chinese (simplified);66.0;78.0
169850;Money Man;24;65;chinese (simplified);66.0;78.0
85620;Fugees;Fu-Gee-La;65;chinese (simplified);66.0;78.0
7758;Stone Sour;Song #3;65;chinese (simplified);66.0;78.0
125864;Victor Internet;Tinder Song;65;chinese (simplified);66.0;78.0
95822;System Of A Down;Prison Song;65;chinese (simplified);66.0;78.0
95779;Blur;Song 2;65;chinese (simplified);66.0;78.0
169605;Lil Yachty,Trippie Redd;66;66;chinese (simplified);67.0;80.0
8066;Freddie Gibbs,The Alchemist;1985;66;chinese (simplified);67.0;80.0
47717;Ed Sheeran;Bibia Be Ye Ye;66;chinese (simplified);67.0;80.0
40138;dvsn,Ty Dolla $ign,Buju Banton;Dangerous City (feat. Buju Banton);66;chinese (simplified);67.0;80.0
116203;Fifth Harmony;BO$$;66;chinese (simplified);67.0;80.0
115374;Zion;Zun Da Da;66;chinese (simplified);67.0;80.0
85447;The Goo Goo Dolls;Name;66;chinese (simplified);67.0;80.0
77729;Jonas Blue,William Singe;Mama;66;chinese (simplified);67.0;80.0
86861;Phoenix;1901;66;chinese (simplified);67.0;80.0
86654;Arctic Monkeys;505;66;chinese (simplified);67.0;80.0
106340;Rihanna;You Da One;66;chinese (simplified);67.0;80.0
86614;My Chemical Romance;Mama;66;chinese (simplified);67.0;80.0
86109;"""Destiny's Child""";Independent Women, Pt. 1;66;chinese (simplified);67.0;80.0
169785;iann dior;18;67;chinese (simplified);68.0;81.0
68486;Sheila On 7;Dan...;67;chinese (simplified);68.0;81.0
55311;LANY;13;67;chinese (simplified);68.0;81.0
116228;El Fantasma;Mi 45;67;chinese (simplified);68.0;81.0
161046;Catfish and the Bottlemen;7;67;chinese (simplified);68.0;81.0
86245;Shinedown;45;67;chinese (simplified);68.0;81.0
32045;KAYTRANADA,Kali Uchis;10%;67;chinese (simplified);68.0;81.0
134893;Azealia Banks,Lazy Jay;212;67;chinese (simplified);68.0;81.0
7808;Bad Bunny,Bryant Myers;Pa Ti;67;chinese (simplified);68.0;81.0
8063;Westside Gunn,Joey Bada$$,Tyler, The Creator,Billie Essco;327;67;chinese (simplified);68.0;81.0
77752;Charli XCX,Troye Sivan;1999;67;chinese (simplified);68.0;81.0
144035;Bankrol Hayden;29;67;chinese (simplified);68.0;81.0
97394;The Band CAMINO;2 / 14;67;chinese (simplified);68.0;81.0
144006;King Princess;Talia;68;chinese (simplified);69.0;82.0
135245;Mac Miller;2009;68;chinese (simplified);69.0;82.0
84142;Prince;1999;68;chinese (simplified);69.0;82.0
161303;dodie;She;68;chinese (simplified);69.0;82.0
7850;6ix9ine,Nicki Minaj,Kanye West;MAMA;68;chinese (simplified);69.0;82.0
116497;Trippie Redd;BANG!;68;chinese (simplified);69.0;82.0
151578;James Blunt;1973;68;chinese (simplified);69.0;82.0
169618;6ix9ine,Fetty Wap,A Boogie Wit da Hoodie;KEKE;68;chinese (simplified);69.0;82.0
169620;Ellise;911;68;chinese (simplified);69.0;82.0
152469;BIGBANG;BANG BANG BANG;68;chinese (simplified);69.0;82.0
144270;Sam Hunt;2016;68;chinese (simplified);69.0;82.0
96622;Shakira;She Wolf;68;chinese (simplified);69.0;82.0
97107;Mike WiLL Made-It,Miley Cyrus,Wiz Khalifa,Juicy J;23;68;chinese (simplified);69.0;82.0
125737;BTS;Lie;69;chinese (simplified);70.0;83.0
116503;DaBaby;21;69;chinese (simplified);70.0;83.0
86102;Carl Douglas;Kung Fu Fighting;69;chinese (simplified);70.0;83.0
70573;Gracie Abrams;21;69;chinese (simplified);70.0;83.0
126142;LAY;蓮;70;chinese (simplified);71.0;84.0
106460;Taylor Swift;22;70;chinese (simplified);71.0;84.0
106941;Surfaces;24 / 7 / 365;70;chinese (simplified);71.0;84.0
86331;Bowling For Soup;1985;70;chinese (simplified);71.0;84.0
86643;Lloyd,Lil Wayne;You;70;chinese (simplified);71.0;84.0
82736;The Beatles;Ob-La-Di, Ob-La-Da - Remastered 2009;71;chinese (simplified);72.0;86.0
116473;Jacquees;You;71;chinese (simplified);72.0;86.0
116421;YBN Cordae;Kung Fu;71;chinese (simplified);72.0;86.0
97141;Beyoncé;7/11;71;chinese (simplified);72.0;86.0
161272;BTS;Trivia 轉 : Seesaw;71;chinese (simplified);72.0;86.0
97162;Banda MS de Sergio Lizárraga;Háblame De Ti;71;chinese (simplified);72.0;86.0
152715;Khruangbin,Leon Bridges;Texas Sun;71;chinese (simplified);72.0;86.0
63144;Bryant Myers,Anuel AA;Gan-Ga - Remix;71;chinese (simplified);72.0;86.0
32221;Rich Brian,Guapdad 4000;BALI;71;chinese (simplified);72.0;86.0
125974;Nicki Minaj;Chun-Li;71;chinese (simplified);72.0;86.0
144166;Cody Simpson;La Da Dee;72;chinese (simplified);73.0;87.0
7910;Burna Boy;Ye;72;chinese (simplified);73.0;87.0
97303;Vantage;50//50;72;chinese (simplified);73.0;87.0
55571;Zedd,Katy Perry;365;72;chinese (simplified);73.0;87.0
144131;Julia Michaels;17;73;chinese (simplified);74.0;88.0
